id,type,state,state_reason,title,body,author,created_at,assignees,updated_at,closed_at,url,labels,comments_list,comment_thread
2330062537,issue,open,,Work Order add UOM on the Required Items Table,"<!--
Welcome to ERPNext issue tracker! Before creating an issue, please heed the following:

1. This tracker should only be used to report bugs and request features / enhancements to ERPNext
    - For questions and general support, checkout the manual https://erpnext.com/docs/user/manual/en or use https://discuss.erpnext.com
2. Use the search function before creating a new issue. Duplicates will be closed and directed to
   the original discussion.
3. When making a feature request, make sure to be as verbose as possible. The better you convey your message, the greater the drive to make it happen.


Please keep in mind that we get many many requests and we can't possibly work on all of them, we prioritize development based on the goals of the product and organization. Feature requests are still welcome as it helps us in research when we do decide to work on the requested feature. 

If you're in urgent need to a feature, please try the following channels to get paid developments done quickly:
1. Certified ERPNext partners: https://erpnext.com/partners 
2. Developer community on ERPNext forums: https://discuss.erpnext.com/c/developers/5 
3. Telegram group for ERPNext/Frappe development work: https://t.me/erpnext_opps 

-->

**Is your feature request related to a problem? Please describe.**
To have a full picture of item on the Work Order.

**Describe the solution you'd like**
Add the UOM on the item table of the work order. However, I am not sure if the UOM will be from the BOM or item record?
<img width=""1228"" alt=""image"" src=""https://github.com/frappe/erpnext/assets/60758795/c2e1f000-0483-4f90-af58-98cba14e2550"">


",Ponyooooo,2024-06-03 02:59:53+00:00,[],2024-06-03 02:59:53+00:00,,https://github.com/frappe/erpnext/issues/41726,"[('feature-request', None)]",[],
2329952222,issue,open,,Add option to set the number for the of days of the periodicity of Asset Maintenance in Asset Module.,"<!--
Welcome to ERPNext issue tracker! Before creating an issue, please heed the following:

1. This tracker should only be used to report bugs and request features / enhancements to ERPNext
    - For questions and general support, checkout the manual https://erpnext.com/docs/user/manual/en or use https://discuss.erpnext.com
2. Use the search function before creating a new issue. Duplicates will be closed and directed to
   the original discussion.
3. When making a feature request, make sure to be as verbose as possible. The better you convey your message, the greater the drive to make it happen.


Please keep in mind that we get many many requests and we can't possibly work on all of them, we prioritize development based on the goals of the product and organization. Feature requests are still welcome as it helps us in research when we do decide to work on the requested feature. 

If you're in urgent need to a feature, please try the following channels to get paid developments done quickly:
1. Certified ERPNext partners: https://erpnext.com/partners 
2. Developer community on ERPNext forums: https://discuss.erpnext.com/c/developers/5 
3. Telegram group for ERPNext/Frappe development work: https://t.me/erpnext_opps 

-->
**No options to set a specific days of periodicity**
Currently the ERPNext Asset Maintenance only has the periodicity options of daily, weekly, monthly, and etc.
![image](https://github.com/frappe/erpnext/assets/93438531/faf7179e-7f07-4f55-b8ac-e1a554353323)
 but there are cases where some Companies' assets have a specific number of days like 10 days for example before it is due for another maintenance.

The option to set a specific days of periodicity should be available for these cases.",quebn,2024-06-03 00:44:09+00:00,[],2024-06-03 00:44:31+00:00,,https://github.com/frappe/erpnext/issues/41725,"[('feature-request', None)]",[],
2329830620,issue,closed,completed,Sales invoice import on erpnext cloud returns error - quantity cannot be zero,"### Information about bug

I have ordered a trial ERPNext cloud system. I have entered 3-4 invoices (sales invoices) with already existing data (product, customer,etc).
I tried to test the import of transactions from file.

So I do the following steps:
Navigate to import/export:
https://testYYYY.erpnext.com/app/data-import/

I chosed to download template with data (5 transactions and all required fields).
Then I clear the values in ID column in order during the import to create new sales invoice transactions.
Whatever format I choose (csv or Excel) , when I upload the file back I get the following error:


> ""Invalid Quantity
> Row #1: Item quantity cannot be zero""


`Traceback (most recent call last):
  File ""apps/frappe/frappe/core/doctype/data_import/importer.py"", line 149, in import_data
    doc = self.process_doc(doc)
          ^^^^^^^^^^^^^^^^^^^^^
  File ""apps/frappe/frappe/core/doctype/data_import/importer.py"", line 251, in process_doc
    return self.insert_record(doc)
           ^^^^^^^^^^^^^^^^^^^^^^^
  File ""apps/frappe/frappe/core/doctype/data_import/importer.py"", line 270, in insert_record
    new_doc.insert()
  File ""apps/frappe/frappe/model/document.py"", line 291, in insert
    self.run_before_save_methods()
  File ""apps/frappe/frappe/model/document.py"", line 1091, in run_before_save_methods
    self.run_method(""validate"")
  File ""apps/frappe/frappe/model/document.py"", line 962, in run_method
    out = Document.hook(fn)(self, *args, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""apps/frappe/frappe/model/document.py"", line 1322, in composer
    return composed(self, method, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""apps/frappe/frappe/model/document.py"", line 1304, in runner
    add_to_return_value(self, fn(self, *args, **kwargs))
                              ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""apps/frappe/frappe/model/document.py"", line 959, in fn
    return method_object(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py"", line 266, in validate
    super().validate()
  File ""apps/erpnext/erpnext/controllers/selling_controller.py"", line 29, in validate
    super().validate()
  File ""apps/erpnext/erpnext/controllers/stock_controller.py"", line 52, in validate
    super().validate()
  File ""apps/erpnext/erpnext/controllers/accounts_controller.py"", line 171, in validate
    self.validate_qty_is_not_zero()
  File ""apps/erpnext/erpnext/controllers/accounts_controller.py"", line 1094, in validate_qty_is_not_zero
    frappe.throw(
  File ""apps/frappe/frappe/__init__.py"", line 645, in throw
    msgprint(
  File ""apps/frappe/frappe/__init__.py"", line 610, in msgprint
    _raise_exception()
  File ""apps/frappe/frappe/__init__.py"", line 561, in _raise_exception
    raise exc
erpnext.controllers.accounts_controller.InvalidQtyError: Row #1: Item quantity cannot be zero`

Then I decided to download all fields and upload them back (just clear the ID field in order to create new sales invoice the same as downloaded one with the template). I get the same error:

> ""Invalid Quantity
> Row #1: Item quantity cannot be zero""

The quantity fields are filled with values. Seems like the error is somewhere else reflecting at the end of this error.


### Module

selling

### Version

latest ERPNext cloud:
ERPNext: v15.26.0 (HEAD)
Frappe Framework: v15.29.0 (HEAD)

### Installation method

FrappeCloud

### Relevant log output / Stack trace / Full Error Message.

```shell
Traceback (most recent call last):
  File ""apps/frappe/frappe/core/doctype/data_import/importer.py"", line 149, in import_data
    doc = self.process_doc(doc)
          ^^^^^^^^^^^^^^^^^^^^^
  File ""apps/frappe/frappe/core/doctype/data_import/importer.py"", line 251, in process_doc
    return self.insert_record(doc)
           ^^^^^^^^^^^^^^^^^^^^^^^
  File ""apps/frappe/frappe/core/doctype/data_import/importer.py"", line 270, in insert_record
    new_doc.insert()
  File ""apps/frappe/frappe/model/document.py"", line 291, in insert
    self.run_before_save_methods()
  File ""apps/frappe/frappe/model/document.py"", line 1091, in run_before_save_methods
    self.run_method(""validate"")
  File ""apps/frappe/frappe/model/document.py"", line 962, in run_method
    out = Document.hook(fn)(self, *args, **kwargs)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""apps/frappe/frappe/model/document.py"", line 1322, in composer
    return composed(self, method, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""apps/frappe/frappe/model/document.py"", line 1304, in runner
    add_to_return_value(self, fn(self, *args, **kwargs))
                              ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""apps/frappe/frappe/model/document.py"", line 959, in fn
    return method_object(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py"", line 266, in validate
    super().validate()
  File ""apps/erpnext/erpnext/controllers/selling_controller.py"", line 29, in validate
    super().validate()
  File ""apps/erpnext/erpnext/controllers/stock_controller.py"", line 52, in validate
    super().validate()
  File ""apps/erpnext/erpnext/controllers/accounts_controller.py"", line 171, in validate
    self.validate_qty_is_not_zero()
  File ""apps/erpnext/erpnext/controllers/accounts_controller.py"", line 1094, in validate_qty_is_not_zero
    frappe.throw(
  File ""apps/frappe/frappe/__init__.py"", line 645, in throw
    msgprint(
  File ""apps/frappe/frappe/__init__.py"", line 610, in msgprint
    _raise_exception()
  File ""apps/frappe/frappe/__init__.py"", line 561, in _raise_exception
    raise exc
erpnext.controllers.accounts_controller.InvalidQtyError: Row #1: Item quantity cannot be zero
```
",alex-g-s,2024-06-02 19:36:17+00:00,[],2024-06-18 00:09:24+00:00,2024-06-03 07:31:47+00:00,https://github.com/frappe/erpnext/issues/41724,"[('bug', None)]","[{'comment_id': 2144474891, 'issue_id': 2329830620, 'author': 'Nihantra-Patel', 'body': 'Again, check the qty in file,  everything is working fine. No problems were encountered in the latest version 15.\r\n\r\n\r\nhttps://github.com/frappe/erpnext/assets/141945075/8b667182-369a-4ab1-bd54-42c6347850f8', 'created_at': datetime.datetime(2024, 6, 3, 7, 31, 47, tzinfo=datetime.timezone.utc)}]","Nihantra-Patel on (2024-06-03 07:31:47 UTC): Again, check the qty in file,  everything is working fine. No problems were encountered in the latest version 15.


https://github.com/frappe/erpnext/assets/141945075/8b667182-369a-4ab1-bd54-42c6347850f8

"
2329159636,issue,open,,Subcontracting Receipt Rejected Quantity Stock Ledger Issue,"### Information about bug

In the subcontracting process, there is a discrepancy in the recorded stock quantities when materials are rejected. When 200 qty of material is transferred to a subcontractor, the subcontracting receipt indicates that 100 qty were accepted and 100 qty were rejected. However, the ERP system incorrectly calculates the stock quantities as follows:

100 qty in the accepted warehouse
100 qty in the rejected warehouse
100 qty still in the supplier warehouse
This results in a total of 300 qty being recorded in the system instead of the actual 200 qty transferred, leading to an overstatement of inventory by 100 qty. The system should ideally deduct the rejected quantity from the supplier warehouse to accurately reflect the total transferred quantity.

**Subcontracting Order** 

<img width=""944"" alt=""Subcontracting Order"" src=""https://github.com/frappe/erpnext/assets/75109236/052e77e7-099a-403b-8e49-c262a63d03f8"">

**Material Transfer **

<img width=""941"" alt=""Material Transfer"" src=""https://github.com/frappe/erpnext/assets/75109236/b543ae71-6e2c-485b-9804-8df041d4eb05"">


**Subcontracting Rejected Qty Entry **

<img width=""938"" alt=""Subcontracting Receipt"" src=""https://github.com/frappe/erpnext/assets/75109236/62544f3c-3e6d-42f1-892e-40abcdd476b6"">

**Stock Ledger**

<img width=""944"" alt=""Stock Entry"" src=""https://github.com/frappe/erpnext/assets/75109236/7954ea98-653f-4364-b0d3-e42958a5a98b"">


### Module

stock, buying

### Version

ERPNext: v15.22.1 (version-15)
Frappe Framework: v15.25.0 (version-15)
Frappe HR: v15.20.2 (version-15)
India Compliance: v15.7.4 (version-15)

### Installation method

manual install

### Relevant log output / Stack trace / Full Error Message.

_No response_",sowndharya998,2024-06-01 13:57:44+00:00,[],2024-06-01 13:57:44+00:00,,https://github.com/frappe/erpnext/issues/41716,"[('bug', None)]",[],
2329129187,issue,closed,completed,"When we try to submit Purchase invoice we get this error ""Please set default Asset Received But Not Billed in Company""","### Information about bug

When we try to submit the purchase invoice after creating the purchase receipt. We get this error "" Please set default Asset Received But Not Billed in Company"" . Where we have the default asset is set for the same account. 

This has started happening after the 29/05/2024 update. 

### Module

buying

### Version


ERPNext: v15.26.0 (HEAD)

Frappe Framework: v15.29.0 (HEAD)



### Installation method

FrappeCloud

### Relevant log output / Stack trace / Full Error Message.

_No response_",vittitrade,2024-06-01 12:57:11+00:00,[],2024-06-18 00:09:21+00:00,2024-06-03 05:12:28+00:00,https://github.com/frappe/erpnext/issues/41715,"[('bug', None)]","[{'comment_id': 2143553743, 'issue_id': 2329129187, 'author': 'ahmad-91', 'body': 'yes you should select one', 'created_at': datetime.datetime(2024, 6, 1, 19, 12, 56, tzinfo=datetime.timezone.utc)}, {'comment_id': 2143862114, 'issue_id': 2329129187, 'author': 'fadilsiddique', 'body': '> ### Information about bug\r\n> When we try to submit the purchase invoice after creating the purchase receipt. We get this error "" Please set default Asset Received But Not Billed in Company"" . Where we have the default asset is set for the same account.\r\n> \r\n> This has started happening after the 29/05/2024 update.\r\n> \r\n> ### Module\r\n> buying\r\n> \r\n> ### Version\r\n> ERPNext: v15.26.0 (HEAD)\r\n> \r\n> Frappe Framework: v15.29.0 (HEAD)\r\n> \r\n> ### Installation method\r\n> FrappeCloud\r\n> \r\n> ### Relevant log output / Stack trace / Full Error Message.\r\n> _No response_\r\n\r\n\r\ncheck this \r\nhttps://github.com/frappe/erpnext/issues/41684#issuecomment-2138869707', 'created_at': datetime.datetime(2024, 6, 2, 13, 52, 11, tzinfo=datetime.timezone.utc)}, {'comment_id': 2144295442, 'issue_id': 2329129187, 'author': 'Nihantra-Patel', 'body': 'Please check this PR: https://github.com/frappe/erpnext/pull/41368\r\n\r\nNow you have to set the default accounts in the company.\r\n\r\n![image](https://github.com/frappe/erpnext/assets/141945075/51936262-dc14-4187-8ebe-ec868bac971d)', 'created_at': datetime.datetime(2024, 6, 3, 5, 12, 28, tzinfo=datetime.timezone.utc)}, {'comment_id': 2144734446, 'issue_id': 2329129187, 'author': 'Nihantra-Patel', 'body': 'fix the issue: https://github.com/frappe/erpnext/pull/41734', 'created_at': datetime.datetime(2024, 6, 3, 9, 34, 45, tzinfo=datetime.timezone.utc)}]","ahmad-91 on (2024-06-01 19:12:56 UTC): yes you should select one

fadilsiddique on (2024-06-02 13:52:11 UTC): check this 
https://github.com/frappe/erpnext/issues/41684#issuecomment-2138869707

Nihantra-Patel on (2024-06-03 05:12:28 UTC): Please check this PR: https://github.com/frappe/erpnext/pull/41368

Now you have to set the default accounts in the company.

![image](https://github.com/frappe/erpnext/assets/141945075/51936262-dc14-4187-8ebe-ec868bac971d)

Nihantra-Patel on (2024-06-03 09:34:45 UTC): fix the issue: https://github.com/frappe/erpnext/pull/41734

"
2328940670,issue,open,,issue in additional discount for Delivery and Invoice,"### Information about bug

When there are multiple sales orders created with different Additional discount amount or percentage and single delivery note is created from all the given sales orders the delivery note is not distributing the discount added in each sales order. it will only fetch the discount added in last sales order and apply it on consolidated delivery note. which will give totally different value when you create invoice from delivery note. 

refer below the total additional discount value is 12139
![image](https://github.com/frappe/erpnext/assets/112148467/472c5909-dcf1-44ad-b567-82bd17b20947)

Same issue persists when you create single invoices from multiple sales orders with different discount values.

and when the consolidated delivery note is created
it is taking value from last sales order and adds it as additional discount.



### Module

accounts, stock, selling

### Version

V14 and V15


### Installation method

FrappeCloud

### Relevant log output / Stack trace / Full Error Message.

_No response_",maveezmh,2024-06-01 06:01:37+00:00,['rohitwaghchaure'],2024-06-01 06:21:44+00:00,,https://github.com/frappe/erpnext/issues/41711,"[('bug', None), ('valid', '')]",[],
2328923776,issue,closed,completed,Vendor rating details,"Hi  Sir/Madam

We would like to rate our vendors based on % delay and % defects.

 1.The % delay can be taken from “required by” date in PO vs “Supplier invoice date” in PI. ((Supplier invoice date - Required by)/Required by)*100

![3 (1)](https://github.com/frappe/erpnext/assets/75109236/3a6ea392-2054-459f-92af-b15bbb377c35)
![4 (1)](https://github.com/frappe/erpnext/assets/75109236/5ee9090d-af83-416b-b3e6-b9671161dcef)

2.      % defects can be taken from “received quantity” vs “rejected quantity” in PR. [((Rejected quantity for item1/Received quantity for item1)*100) + ((Rejected quantity for item2/Received quantity for item2)*100) + ((Rejected quantity for item N/Received quantity for item N)*100)]/N

![5(1)](https://github.com/frappe/erpnext/assets/75109236/382b5202-fdf0-4498-8f16-3408d9bbc25c)

 

Vendor rating = (% delay + % defect)/2
Excellent              -              100%
Good                    -              90% to 99%
Average               -              80% to 89%
Poor                     -              <80%

",sowndharya998,2024-06-01 05:22:17+00:00,[],2024-06-16 00:11:23+00:00,2024-06-01 05:28:58+00:00,https://github.com/frappe/erpnext/issues/41710,"[('feature-request', None)]",[],
2327198222,issue,closed,completed,Unable to open Supplier from supplier list,"### Information about bug

Unable to open Supplier from supplier list. 

### Module

buying

### Version

Frappe version - 15

### Installation method

FrappeCloud

### Relevant log output / Stack trace / Full Error Message.

_No response_",Amanthakur11111,2024-05-31 08:00:29+00:00,[],2024-06-15 00:08:30+00:00,2024-05-31 09:31:35+00:00,https://github.com/frappe/erpnext/issues/41705,"[('bug', None)]","[{'comment_id': 2141601554, 'issue_id': 2327198222, 'author': 'Nihantra-Patel', 'body': 'Everything is working fine. No problems were encountered in the latest 15.\r\n\r\nPlease check it.\r\n\r\n\r\nhttps://github.com/frappe/erpnext/assets/141945075/aa264a11-38bf-4db4-bee7-c0f0d80ab742\r\n\r\nI think there will be problem in permission issue, check.', 'created_at': datetime.datetime(2024, 5, 31, 9, 31, 35, tzinfo=datetime.timezone.utc)}]","Nihantra-Patel on (2024-05-31 09:31:35 UTC): Everything is working fine. No problems were encountered in the latest 15.

Please check it.


https://github.com/frappe/erpnext/assets/141945075/aa264a11-38bf-4db4-bee7-c0f0d80ab742

I think there will be problem in permission issue, check.

"
2326795354,issue,closed,completed,Stock Recon with a Batched Item not allowing change of quantity from original stock value.,"### Information about bug

In erpnext version 15.26.1, When trying to stock reconcile an item, I would select all the basic fields such as item, warehouse, and batch value. ErpNext then goes ahead and calculates the stock balance and value. Great. 

But when I try to change the value, upon save ... it reverts back to the original stock balance. basically not allowing me to update the stock balance in teh stock reconciliation. Which is a problem.

### Module

stock

### Version

ERPNext Version - 15.26.1

### Installation method

None

### Relevant log output / Stack trace / Full Error Message.

_No response_",ablashek,2024-05-31 01:19:39+00:00,[],2024-06-17 00:09:19+00:00,2024-06-02 22:13:08+00:00,https://github.com/frappe/erpnext/issues/41698,"[('bug', None)]","[{'comment_id': 2141282082, 'issue_id': 2326795354, 'author': 'Nihantra-Patel', 'body': 'Tested, worked properly.\r\n\r\n\r\nhttps://github.com/frappe/erpnext/assets/141945075/30c9af69-f21f-4ec1-ba82-637faacafc66', 'created_at': datetime.datetime(2024, 5, 31, 5, 55, 28, tzinfo=datetime.timezone.utc)}, {'comment_id': 2144005985, 'issue_id': 2326795354, 'author': 'ablashek', 'body': ""Hi @Nihantra-Patel \r\n\r\nYes, I can see in your video it works as it's supposed to. But Take a look at the video i am uploading. you can see how no matter if i increase or decrease the quanttiy the system reverts back to the original value.\r\n\r\n\r\nUploading Grabación 2024-06-02 160000 (1).mp4…"", 'created_at': datetime.datetime(2024, 6, 2, 20, 8, 24, tzinfo=datetime.timezone.utc)}, {'comment_id': 2144006465, 'issue_id': 2326795354, 'author': 'ablashek', 'body': 'https://github.com/frappe/erpnext/assets/85059961/4ad74f65-5098-41c0-96c1-c5fb0eb2100a', 'created_at': datetime.datetime(2024, 6, 2, 20, 9, 52, tzinfo=datetime.timezone.utc)}, {'comment_id': 2144038018, 'issue_id': 2326795354, 'author': 'ablashek', 'body': 'Ok, found what seems to be the issue. Version 15 has a new feature called Batch Bundle. I had to configure settings as per this documentation and it started working: \r\n\r\nhttps://docs.erpnext.com/docs/user/manual/en/serial-and-batch-bundle', 'created_at': datetime.datetime(2024, 6, 2, 22, 13, 6, tzinfo=datetime.timezone.utc)}]","Nihantra-Patel on (2024-05-31 05:55:28 UTC): Tested, worked properly.


https://github.com/frappe/erpnext/assets/141945075/30c9af69-f21f-4ec1-ba82-637faacafc66

ablashek (Issue Creator) on (2024-06-02 20:08:24 UTC): Hi @Nihantra-Patel 

Yes, I can see in your video it works as it's supposed to. But Take a look at the video i am uploading. you can see how no matter if i increase or decrease the quanttiy the system reverts back to the original value.


Uploading Grabación 2024-06-02 160000 (1).mp4…

ablashek (Issue Creator) on (2024-06-02 20:09:52 UTC): https://github.com/frappe/erpnext/assets/85059961/4ad74f65-5098-41c0-96c1-c5fb0eb2100a

ablashek (Issue Creator) on (2024-06-02 22:13:06 UTC): Ok, found what seems to be the issue. Version 15 has a new feature called Batch Bundle. I had to configure settings as per this documentation and it started working: 

https://docs.erpnext.com/docs/user/manual/en/serial-and-batch-bundle

"
2326314767,issue,open,,"Add ""Promissory Notes"" Feature to ERPNext System","Description:
We propose adding a ""Promissory Notes"" feature to the ERPNext system to enable users to create and manage promissory notes for loans and other financial transactions. This feature should include fields for the principal amount, interest rate, maturity date, and repayment terms. Additionally, it should allow for linking promissory notes to specific customers or suppliers and provide reminders for upcoming payments. This feature would enhance the financial management capabilities of ERPNext, making it more comprehensive for businesses dealing with loans and credit transactions.

Example Use-Case Scenario:
Imagine a scenario where a company lends money to a customer and creates a promissory note using ERPNext. The system tracks the repayment schedule and sends reminders to both parties before each payment is due. This streamlined process ensures transparency and accountability in financial transactions.

![image](https://github.com/frappe/erpnext/assets/21114220/3225f7b3-9c7f-4e3c-9243-13a5ffff1de8)


Conclusion:
The addition of the ""Promissory Notes"" feature would be a valuable enhancement to ERPNext, providing users with a comprehensive tool for managing promissory notes and improving overall financial management efficiency.",edardev,2024-05-30 18:36:48+00:00,[],2024-05-30 18:36:48+00:00,,https://github.com/frappe/erpnext/issues/41697,"[('feature-request', None)]",[],
